 Water (kg/m3),Cement (kg/m3),Fine aggregate (kg/m3),Coarse aggregate (kg/m3),Slag (kg/m3),Fly ash (kg/m3),SP (kg/m3),Strength (MPa)
0.679144981,0.578380952,0.56420712,0.685641026,0.123114754,0.01,0.025090173,0.429232485
0.679144981,0.49952381,0.561779935,0.685641026,0.236229508,0.01,0.025090173,0.481664436
0.682118959,0.375714286,0.645113269,0.685641026,0.090874317,0.01,0.01,0.220062472
0.682118959,0.31952381,0.642686084,0.685641026,0.17147541,0.01,0.01,0.216938867
0.682118959,0.206761905,0.638640777,0.685641026,0.33295082,0.01,0.01,0.237911647
0.496988848,0.76047619,0.649158576,0.503589744,0.01,0.167575758,0.29708134,0.656697903
0.496988848,0.661428571,0.649158576,0.484358974,0.01,0.325151515,0.33020611,0.598688086
0.496988848,0.661428571,0.673430421,0.467692308,0.294153005,0.01,0.28603975,0.646880857
0.496988848,0.463333333,0.68961165,0.429230769,0.578306011,0.01,0.26027604,0.680682731
0.375799257,0.61152381,0.751504854,0.471923077,0.01,0.305454545,0.19034597,0.404243641
0.691784387,0.445809524,0.750857605,0.471025641,0.01,0.239393939,0.01,0.261784917
0.789925651,0.388095238,0.750857605,0.471025641,0.01,0.216363636,0.01,0.166291834
0.437509294,0.437238095,0.750857605,0.471025641,0.553442623,0.01,0.01,0.531419009
0.595130112,0.364666667,0.750857605,0.471025641,0.484043716,0.01,0.01,0.461361
0.717063197,0.308666667,0.750857605,0.471025641,0.430491803,0.01,0.01,0.322360553
0.386208178,0.526761905,0.751585761,0.471923077,0.293060109,0.144545455,0.21610968,0.471066488
0.566133829,0.443142857,0.751262136,0.471538462,0.256994536,0.127575758,0.09833272,0.369772423
0.705910781,0.378380952,0.750857605,0.471025641,0.229125683,0.114242424,0.01,0.288670237
0.80330855,0.326952381,0.750857605,0.471025641,0.206994536,0.103636364,0.01,0.214149933
0.904423792,0.989428571,0.465744337,0.378846154,0.01,0.277272727,0.01,0.616202588
0.843457249,0.727142857,0.465744337,0.378846154,0.01,0.678787879,0.01,0.59389112
0.910371747,0.743333333,0.571569579,0.378846154,0.01,0.218787879,0.01,0.48233378
0.871710037,0.597809524,0.571569579,0.378846154,0.01,0.415757576,0.01,0.504645248
0.856840149,0.541619048,0.571569579,0.378846154,0.01,0.491515152,0.01,0.415399375
0.88063197,0.468285714,0.639368932,0.378846154,0.01,0.343636364,0.01,0.404243641
0.867249071,0.422761905,0.639368932,0.378846154,0.01,0.406363636,0.01,0.337309237
0.918550186,0.477238095,0.689530744,0.378846154,0.01,0.155151515,0.01,0.303842035
0.88732342,0.378190476,0.689530744,0.378846154,0.01,0.299393939,0.01,0.292686301
0.875427509,0.339714286,0.689530744,0.378846154,0.01,0.346969697,0.01,0.225751896
0.920780669,0.766,0.465744337,0.378846154,0.588961749,0.01,0.01,0.683136992
0.916319703,0.706190476,0.465744337,0.378846154,0.670382514,0.01,0.01,0.571579652
0.928959108,0.621809524,0.571569579,0.378846154,0.387868852,0.01,0.01,0.59389112
0.924498141,0.568285714,0.571569579,0.378846154,0.46136612,0.01,0.01,0.582735386
0.920780669,0.521809524,0.571569579,0.378846154,0.525027322,0.01,0.01,0.526956716
0.931189591,0.485809524,0.638883495,0.378846154,0.319562842,0.01,0.01,0.48233378
0.924498141,0.404095238,0.638883495,0.378846154,0.432131148,0.01,0.01,0.460022311
0.933420074,0.39152381,0.685485437,0.378846154,0.272021858,0.01,0.01,0.370776439
0.929702602,0.354571429,0.685485437,0.378846154,0.323387978,0.01,0.01,0.404243641
0.926728625,0.322571429,0.685485437,0.378846154,0.367650273,0.01,0.01,0.303842035
0.496988848,0.493809524,0.675857605,0.666410256,0.01,0.122121212,0.01,0.326376618
0.496988848,0.356666667,0.666957929,0.648461538,0.01,0.343333333,0.01,0.296813922
0.496988848,0.286190476,0.66210356,0.639487179,0.01,0.452424242,0.01,0.228987059
0.705167286,0.798571429,0.399158576,0.735641026,0.343333333,0.01,0.12409643,0.525060241
0.705167286,0.566190476,0.391877023,0.735641026,0.676666667,0.01,0.12409643,0.541682285
0.705167286,0.333809524,0.384595469,0.735641026,1.01,0.01,0.12409643,0.506764837
0.720037175,0.590952381,0.492200647,0.735641026,0.269562842,0.01,0.05416636,0.413056671
0.720037175,0.411904762,0.485728155,0.735641026,0.529125683,0.01,0.05416636,0.428340027
0.720037175,0.230952381,0.480064725,0.735641026,0.788688525,0.01,0.05416636,0.400227577
0.727472119,0.45952381,0.551262136,0.735641026,0.223114754,0.01,0.02472212,0.325372602
0.727472119,0.310952381,0.546407767,0.735641026,0.433497268,0.01,0.02472212,0.317228916
0.727472119,0.164285714,0.541553398,0.735641026,0.646612022,0.01,0.02472212,0.294024989
0.333420074,0.604285714,0.685566343,0.477948718,0.146612022,0.361515152,0.2308318,0.794694333
0.333420074,0.415714286,0.794789644,0.477948718,0.111092896,0.270606061,0.1572212,0.616202588
0.333420074,0.354761905,0.831197411,0.477948718,0.100163934,0.24030303,0.1572212,0.582735386
0.333420074,0.604285714,0.577961165,0.652307692,0.146612022,0.361515152,0.2308318,0.805850067
0.333420074,0.495714286,0.6402589,0.652307692,0.124754098,0.31,0.1940265,0.716604195
0.333420074,0.415714286,0.686375405,0.652307692,0.111092896,0.270606061,0.1572212,0.64966979
0.333420074,0.354761905,0.722783172,0.652307692,0.100163934,0.24030303,0.1572212,0.638514056
0.333420074,0.604285714,0.469546926,0.826666667,0.146612022,0.361515152,0.2308318,0.828161535
0.333420074,0.415714286,0.578770227,0.826666667,0.111092896,0.270606061,0.1572212,0.660825524
0.333420074,0.354761905,0.614368932,0.826666667,0.100163934,0.24030303,0.1572212,0.59389112
0.333420074,0.394761905,0.554498382,0.652307692,0.236775956,0.594848485,0.2308318,0.805850067
0.333420074,0.316666667,0.620032362,0.652307692,0.203989071,0.51,0.1940265,0.716604195
0.333420074,0.25952381,0.669385113,0.652307692,0.179398907,0.446363636,0.1572212,0.683136992
0.333420074,0.215714286,0.707411003,0.652307692,0.160273224,0.394848485,0.1572212,0.526956716
0.370594796,0.350952381,0.671812298,0.545897436,0.57557377,0.01,0.230095694,0.699312807
0.370594796,0.371904762,0.657249191,0.545897436,0.600163934,0.01,0.239665072,0.793355645
0.847918216,0.654190476,0.666553398,0.376282051,0.01,0.148787879,0.01,0.330727354
0.847918216,0.566952381,0.651504854,0.376282051,0.01,0.287575758,0.01,0.299045069
0.847918216,0.479714286,0.648754045,0.376282051,0.135136612,0.287575758,0.01,0.27717983
0.847918216,0.479714286,0.654902913,0.376282051,0.197704918,0.218181818,0.01,0.28811245
0.847918216,0.479714286,0.66105178,0.376282051,0.260273224,0.148787879,0.01,0.315443998
0.358698885,0.278571429,0.734110032,0.598461538,0.01,0.661515152,0.06520795,0.17443552
0.344572491,0.278571429,0.730064725,0.598461538,0.296885246,0.328181818,0.05784689,0.358505132
0.08063197,0.64047619,0.53184466,0.880512821,0.01,0.146363636,0.525274199,0.902904953
0.08063197,0.469047619,0.53184466,0.880512821,0.01,0.419090909,0.525274199,0.862744311
0.08063197,0.554761905,0.53184466,0.880512821,0.255901639,0.01,0.525274199,1.01
0.08063197,0.383333333,0.53184466,0.880512821,0.501803279,0.01,0.525274199,0.924100848
0.08063197,0.211904762,0.53184466,0.880512821,0.747704918,0.01,0.525274199,0.914060687
0.452379182,0.25,0.763236246,0.390769231,0.193060109,0.485757576,0.28972028,0.253641232
0.430074349,0.345238095,0.750291262,0.375384615,0.190327869,0.476666667,0.32284505,0.329500223
0.422639405,0.44047619,0.736537217,0.358717949,0.182131148,0.458484848,0.31180346,0.406474788
0.407769517,0.535714286,0.723592233,0.343333333,0.176666667,0.44030303,0.33388664,0.48233378
0.452379182,0.707142857,0.562993528,0.613589744,0.01,0.343333333,0.283463379,0.725528782
0.452379182,0.497619048,0.551747573,0.590641026,0.01,0.676666667,0.283463379,0.626242749
0.452379182,0.288095238,0.540582524,0.567820513,0.01,1.01,0.255491351,0.476755913
0.452379182,0.707142857,0.572055016,0.631923077,0.310546448,0.01,0.393879279,0.784654172
0.452379182,0.288095238,0.567524272,0.622820513,0.911639344,0.01,0.337199117,0.818121374
0.452379182,0.707142857,0.567524272,0.622692308,0.160273224,0.176666667,0.3044424,0.805850067
0.452379182,0.497619048,0.560809061,0.608974359,0.310546448,0.343333333,0.28603975,0.641860776
0.452379182,0.288095238,0.554012945,0.59525641,0.460819672,0.51,0.173415532,0.721066488
0.615947955,0.554761905,0.643899676,0.534487179,0.01,0.282727273,0.12777696,0.528072289
0.615947955,0.383333333,0.633624595,0.517564103,0.01,0.555454545,0.118943688,0.445519857
0.615947955,0.211904762,0.623430421,0.500512821,0.01,0.828181818,0.1204159,0.284877287
0.615947955,0.554761905,0.652071197,0.548205128,0.255901639,0.01,0.14617961,0.605046854
0.615947955,0.211904762,0.64802589,0.541410256,0.747704918,0.01,0.11305484,0.573810799
0.615947955,0.554761905,0.647944984,0.541410256,0.13295082,0.146363636,0.12777696,0.64297635
0.615947955,0.383333333,0.641877023,0.531153846,0.255901639,0.282727273,0.12777696,0.54480589
0.615947955,0.211904762,0.635728155,0.520897436,0.378852459,0.419090909,0.11305484,0.458906738
0.836765799,0.754761905,0.72197411,0.194615385,0.01,0.267575758,0.404920869,0.339428826
0.843457249,0.707142857,0.72197411,0.194615385,0.01,0.343333333,0.415226353,0.316671129
0.878401487,0.65952381,0.72197411,0.194615385,0.01,0.419090909,0.374740523,0.297929496
0.886579926,0.602380952,0.72197411,0.194615385,0.01,0.51,0.374740523,0.288893351
0.940111524,0.545238095,0.72197411,0.194615385,0.01,0.600909091,0.374740523,0.277291388
0.772081784,0.25,1.01,0.139487179,0.01,0.161515152,0.01,0.196746988
0.786951673,0.25,0.99381877,0.127948718,0.01,0.206969697,0.01,0.202324855
0.809256506,0.25,0.976828479,0.116410256,0.01,0.267575758,0.01,0.200093708
0.846431227,0.25,0.959029126,0.103589744,0.01,0.313030303,0.01,0.185591254
0.868736059,0.25,0.943656958,0.093333333,0.01,0.358484848,0.01,0.169973226
0.81669145,0.326190476,0.973592233,0.113846154,0.01,0.191818182,0.01,0.272605979
0.838996283,0.326190476,0.952556634,0.09974359,0.01,0.252424242,0.01,0.277068273
0.861301115,0.326190476,0.937184466,0.089487179,0.01,0.313030303,0.01,0.27929942
0.898475836,0.326190476,0.912912621,0.072820513,0.01,0.373636364,0.01,0.264796966
0.928215613,0.326190476,0.893495146,0.058717949,0.01,0.434242424,0.01,0.246947791
0.853866171,0.402380952,0.963074434,0.107435897,0.01,0.131212121,0.01,0.314997769
0.868736059,0.402380952,0.935566343,0.088205128,0.01,0.222121212,0.01,0.344002677
0.928215613,0.402380952,0.887022654,0.054871795,0.01,0.373636364,0.01,0.354042838
0.965390335,0.402380952,0.865987055,0.040769231,0.01,0.434242424,0.01,0.342887104
0.995130112,0.402380952,0.84171521,0.024102564,0.01,0.51,0.01,0.321691209
0.905910781,0.478571429,0.923430421,0.080512821,0.01,0.161515152,0.01,0.385278893
0.950520446,0.478571429,0.872459547,0.044615385,0.01,0.328181818,0.01,0.420977242
0.980260223,0.478571429,0.844951456,0.025384615,0.01,0.419090909,0.01,0.423208389
1.01,0.478571429,0.820679612,0.01,0.01,0.494848485,0.01,0.406474788
0.259070632,0.630952381,0.554498382,0.908717949,0.01,0.313030303,0.28603975,0.831508255
0.259070632,0.630952381,0.554498382,0.908717949,0.283224044,0.01,0.28603975,0.838201696
0.259070632,0.630952381,0.554498382,0.908717949,0.146612022,0.161515152,0.28603975,0.847126283
0.333420074,0.326190476,0.482491909,1.007435897,0.01,0.494848485,0.10201325,0.244716644
0.363159851,0.288095238,0.479255663,1.01,0.01,0.555454545,0.10569378,0.222405176
0.18472119,0.44047619,0.506763754,0.893333333,0.01,0.616060606,0.06520795,0.674212405
0.18472119,0.345238095,0.506763754,0.893333333,0.01,0.767575758,0.06520795,0.553730477
0.407769517,0.305238095,0.522944984,0.879230769,0.523661202,0.01,0.117471476,0.313324409
0.407769517,0.350952381,0.512427184,0.847179487,0.57557377,0.01,0.128513066,0.417965194
0.407769517,0.630952381,0.516472492,0.862564103,0.283224044,0.01,0.13881855,0.436818385
0.407769517,0.392857143,0.501100324,0.821538462,0.624754098,0.01,0.13881855,0.521713521
0.407769517,0.478571429,0.487346278,0.783076923,0.703989071,0.01,0.157957306,0.646099955
0.407769517,0.524285714,0.47763754,0.757435897,0.777759563,0.01,0.171207214,0.677447568
0.526728625,0.402380952,0.51566343,0.931794872,0.26136612,0.01,0.01,0.405359215
0.526728625,0.223333333,0.51566343,0.931794872,0.518196721,0.01,0.01,0.340655957
0.110371747,0.166190476,0.536699029,0.988205128,0.01,0.664545455,0.14249908,0.304957608
0.876171004,0.884285714,0.465501618,0.377948718,0.01,0.413030303,0.01,0.704890674
0.883605948,0.663333333,0.571488673,0.377948718,0.01,0.325151515,0.01,0.542128514
0.898475836,0.423333333,0.688802589,0.377948718,0.01,0.228181818,0.01,0.346568496
0.935650558,1.01,0.465501618,0.377948718,0.253169399,0.01,0.01,0.662164212
0.928215613,0.914761905,0.465501618,0.377948718,0.38431694,0.01,0.01,0.684252566
0.935650558,0.756666667,0.571488673,0.377948718,0.201256831,0.01,0.01,0.549491299
0.928215613,0.684285714,0.571488673,0.377948718,0.302349727,0.01,0.01,0.543467202
0.935650558,0.535714286,0.638640777,0.377948718,0.247704918,0.01,0.01,0.467050424
0.935650558,0.432857143,0.684757282,0.377948718,0.212185792,0.01,0.01,0.320687193
0.277657993,0.701619048,0.646003236,0.535641026,0.07284153,0.347272727,0.28603975,0.495497546
0.01,0.422761905,0.730145631,0.675641026,0.051803279,0.39030303,0.16090173,0.290455154
0.313345725,0.565428571,0.668899676,0.573717949,0.062459016,0.358787879,0.10937431,0.324033913
0.318550186,0.375142857,0.700776699,0.626666667,0.048251366,0.375151515,0.0836106,0.25330656
0.348289963,0.630952381,0.669385113,0.521538462,0.44715847,0.01,0.463441296,0.726644355
0.53936803,0.53952381,0.661294498,0.611282051,0.651256831,0.01,0.314379831,0.651566265
0.53936803,0.53952381,0.661294498,0.611282051,0.28568306,0.415454545,0.397191756,0.476309683
0.53936803,0.53952381,0.661294498,0.611282051,0.01,0.721212121,0.576065513,0.414283802
0.53936803,0.371904762,0.665339806,0.604871795,0.891693989,0.01,0.297449393,0.571356537
0.467249071,0.504857143,0.681278317,0.632179487,0.27147541,0.394242424,0.604773647,0.404132084
0.467249071,0.504857143,0.681278317,0.632179487,0.01,0.684242424,0.207644461,0.576041946
0.467249071,0.345809524,0.681278317,0.632179487,0.846065574,0.01,0.226415164,0.596122267
0.467249071,0.345809524,0.681278317,0.632179487,0.01,0.937272727,0.412649982,0.368545292
0.3966171,0.470952381,0.700372168,0.651025641,0.585409836,0.01,0.526378358,0.431909862
0.3966171,0.470952381,0.700372168,0.651025641,0.274754098,0.354545455,0.572753036,0.360290049
0.3966171,0.470952381,0.700372168,0.651025641,0.01,0.648181818,0.197338977,0.559419902
0.3966171,0.32047619,0.700372168,0.651025641,0.801256831,0.01,0.215005521,0.578942436
0.3966171,0.32047619,0.700372168,0.651025641,0.373934426,0.483939394,0.270949577,0.35437751
0.3966171,0.32047619,0.700372168,0.651025641,0.01,0.887575758,0.391302908,0.341436859
0.271710037,0.467142857,0.514854369,0.838461538,0.29579235,0.326969697,0.33756717,0.562208835
0.267249071,0.468285714,0.516067961,0.838846154,0.296612022,0.327878788,0.39645565,0.581954485
0.246431227,0.459333333,0.508139159,0.817820513,0.293060109,0.323030303,0.42958042,0.613078983
0.430074349,0.297619048,0.713883495,0.431794872,0.378852459,0.282727273,0.225311005,0.61988398
0.430074349,0.169047619,0.713883495,0.395897436,0.378852459,0.487272727,0.225311005,0.584854975
0.430074349,0.469047619,0.713883495,0.440769231,0.13295082,0.282727273,0.225311005,0.615533244
0.348289963,0.297619048,0.713883495,0.47025641,0.378852459,0.282727273,0.225311005,0.749067381
0.385464684,0.476285714,0.713883495,0.481794872,0.232404372,0.160909091,0.205436143,0.694292726
0.385464684,0.119142857,0.713883495,0.427948718,0.525300546,0.404545455,0.205436143,0.657144132
0.482118959,0.323142857,0.713883495,0.393333333,0.232404372,0.404545455,0.205436143,0.568456046
0.482118959,0.272095238,0.713883495,0.426666667,0.525300546,0.160909091,0.205436143,0.55529228
0.392899628,0.364285714,0.746245955,0.490769231,0.337868852,0.070606061,0.18666544,0.507211066
0.392899628,0.135714286,0.746245955,0.426666667,0.337868852,0.434242424,0.18666544,0.492931727
0.392899628,0.402380952,0.746245955,0.466410256,0.119289617,0.252424242,0.18666544,0.543244087
0.392899628,0.097619048,0.746245955,0.452307692,0.556448087,0.252424242,0.18666544,0.492931727
0.303680297,0.25,0.746245955,0.49974359,0.337868852,0.252424242,0.18666544,0.649446676
0.340855019,0.408095238,0.746245955,0.507435897,0.206721311,0.143333333,0.168630843,0.617764391
0.340855019,0.091904762,0.746245955,0.46,0.469016393,0.361515152,0.169366949,0.527960732
0.444944238,0.227142857,0.746245955,0.44974359,0.469016393,0.143333333,0.168998896,0.537777778
0.454609665,0.226190476,0.746245955,0.461282051,0.317377049,0.237272727,0.162005889,0.356943329
0.454609665,0.333428571,0.746245955,0.492051282,0.317377049,0.066969697,0.162005889,0.400785364
0.454609665,0.119142857,0.746245955,0.431794872,0.317377049,0.407878788,0.162005889,0.279968764
0.454609665,0.369047619,0.746245955,0.468974359,0.112459016,0.237272727,0.162005889,0.368433735
0.454609665,0.083333333,0.746245955,0.454871795,0.522295082,0.237272727,0.162005889,0.303395805
0.537881041,0.226190476,0.746245955,0.422820513,0.317377049,0.237272727,0.162005889,0.299045069
0.404795539,0.374952381,0.746245955,0.506153846,0.195519126,0.135757576,0.178568274,0.401566265
0.404795539,0.077428571,0.746245955,0.462564103,0.439234973,0.338787879,0.178568274,0.263123606
0.503680297,0.204857143,0.746245955,0.452307692,0.439234973,0.135757576,0.145075451,0.324145471
0.361747212,0.183333333,0.71461165,0.727435897,0.01,0.445060606,0.01,0.237800089
0.445390335,0.183333333,0.589773463,0.727692308,0.361092896,0.41030303,0.307386824,0.461918786
0.448364312,0.187809524,0.589773463,0.728333333,0.364918033,0.399757576,0.296713287,0.404355199
0.309330855,0.197390476,0.678608414,0.728333333,0.047185792,0.532333333,0.172311373,0.320910308
0.368884758,0.1996,0.627718447,0.728205128,0.146748634,0.535848485,0.248130291,0.371111111
0.3633829,0.187142857,0.608786408,0.729615385,0.216010929,0.516060606,0.301129923,0.406697903
0.382565056,0.2316,0.632087379,0.821538462,0.01,0.389333333,0.373636364,0.222739848
0.570148699,0.345238095,0.679255663,0.65474359,0.01,0.299969697,0.206172249,0.249067381
0.409033457,0.239866667,0.715339806,0.717692308,0.01,0.314606061,0.285303644,0.360624721
0.578327138,0.347847619,0.596003236,0.776153846,0.01,0.368393939,0.221630475,0.316336457
0.544572491,0.347847619,0.598778317,0.756717949,0.01,0.368393939,0.243713655,0.251856314
0.478252788,0.202571429,0.589773463,0.731666667,0.299071038,0.438060606,0.092443872,0.222739848
0.608438662,0.356742857,0.630825243,0.72374359,0.024754098,0.245606061,0.271685683,0.191503793
